ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
267,FR-R38R-52,14,LB ,CM ,"LL Road Frame - Red, 52","Cuadro de carretera GB: rojo, 52","Cadre de vÇlo de route LL - rouge, 52",187.16,TRUE,Red,500,375,337.22,52,48-52 CM,2.4,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2012 0:00,12/27/2008 0:00,
268,FR-R38R-58,14,LB ,CM ,"LL Road Frame - Red, 58","Cuadro de carretera GB: rojo, 58","Cadre de vÇlo de route LL - rouge, 58",181.49,TRUE,Red,500,375,306.56,58,54-58 CM,2.46,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2011 0:00,12/28/2007 0:00,
269,FR-R38R-58,14,LB ,CM ,"LL Road Frame - Red, 58","Cuadro de carretera GB: rojo, 58","Cadre de vÇlo de route LL - rouge, 58",187.16,TRUE,Red,500,375,337.22,58,54-58 CM,2.46,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2012 0:00,12/27/2008 0:00,
270,FR-R38R-60,14,LB ,CM ,"LL Road Frame - Red, 60","Cuadro de carretera GB: rojo, 60","Cadre de vÇlo de route LL - rouge, 60",181.49,TRUE,Red,500,375,306.56,60,60-62 CM,2.48,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2011 0:00,12/28/2007 0:00,
271,FR-R38R-60,14,LB ,CM ,"LL Road Frame - Red, 60","Cuadro de carretera GB: rojo, 60","Cadre de vÇlo de route LL - rouge, 60",187.16,TRUE,Red,500,375,337.22,60,60-62 CM,2.48,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2012 0:00,12/27/2008 0:00,
272,FR-R38R-62,14,LB ,CM ,"LL Road Frame - Red, 62","Cuadro de carretera GB: rojo, 62","Cadre de vÇlo de route LL - rouge, 62",181.49,TRUE,Red,500,375,306.56,62,60-62 CM,2.5,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2011 0:00,12/28/2007 0:00,
273,FR-R38R-62,14,LB ,CM ,"LL Road Frame - Red, 62","Cuadro de carretera GB: rojo, 62","Cadre de vÇlo de route LL - rouge, 62",187.16,TRUE,Red,500,375,337.22,62,60-62 CM,2.5,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2012 0:00,12/27/2008 0:00,
274,FR-R72R-44,14,LB ,CM ,"ML Road Frame - Red, 44","Cuadro de carretera GM: rojo, 44","Cadre de vÇlo de route ML - rouge, 44",352.14,TRUE,Red,500,375,594.83,44,42-46 CM,2.22,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version hommes.",ML ?????????? HL ?????????????????????????????????????????????,????? ???? ML ??? ?????? ????? ????? ????? ?? ??????? ???? ????? ??? ???? ??? ???? ???? ????? ?????? ??? ?? ??????? ?? ??? ????? ?????????? ???? ?? ????? ???? HL - ???? ??? ?? ???? ???????? - ????. ?????? ???????.,"????? ?- ML, ?????? ?????? ????????? ??? ??? ?????? ????? ????? HL ???? ?????? ????, ???????? ???? ?????? ??? ???? ?????? ????? ?????? ????? ????? ????????. ????? ??????.",?????????????????????????????????????????????? HL ???? ML ??????????????? ?????????????????????????????????  ????????????????????????,Der ML-Rahmen ist aus der gleichen Aluminiumlegierung wie der Top-HL-Rahmen und verfÅgt Åber ein leichtes Rohr mit dem perfekten Durchmesser fÅr optimale StabilitÑt. Version fÅr Herren.,?????? HL ???????????????????? ML ??????????????????????????????????,"""HL kadroyla ayn? alÅminyum ala??m?ndan imal edilen ML kadro, optimum kuvvet iáin en uygun áapta dîvÅlmÅ? hafif alt boru iáerir. Erkek modeli.""",7/1/2011 0:00,12/28/2007 0:00,
275,FR-R72R-48,14,LB ,CM ,"ML Road Frame - Red, 48","Cuadro de carretera GM: rojo, 48","Cadre de vÇlo de route ML - rouge, 48",352.14,TRUE,Red,500,375,594.83,48,48-52 CM,2.26,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version hommes.",ML ?????????? HL ?????????????????????????????????????????????,????? ???? ML ??? ?????? ????? ????? ????? ?? ??????? ???? ????? ??? ???? ??? ???? ???? ????? ?????? ??? ?? ??????? ?? ??? ????? ?????????? ???? ?? ????? ???? HL - ???? ??? ?? ???? ???????? - ????. ?????? ???????.,"????? ?- ML, ?????? ?????? ????????? ??? ??? ?????? ????? ????? HL ???? ?????? ????, ???????? ???? ?????? ??? ???? ?????? ????? ?????? ????? ????? ????????. ????? ??????.",?????????????????????????????????????????????? HL ???? ML ??????????????? ?????????????????????????????????  ????????????????????????,Der ML-Rahmen ist aus der gleichen Aluminiumlegierung wie der Top-HL-Rahmen und verfÅgt Åber ein leichtes Rohr mit dem perfekten Durchmesser fÅr optimale StabilitÑt. Version fÅr Herren.,?????? HL ???????????????????? ML ??????????????????????????????????,"""HL kadroyla ayn? alÅminyum ala??m?ndan imal edilen ML kadro, optimum kuvvet iáin en uygun áapta dîvÅlmÅ? hafif alt boru iáerir. Erkek modeli.""",7/1/2011 0:00,12/28/2007 0:00,
276,FR-R72R-52,14,LB ,CM ,"ML Road Frame - Red, 52","Cuadro de carretera GM: rojo, 52","Cadre de vÇlo de route ML - rouge, 52",352.14,TRUE,Red,500,375,594.83,52,48-52 CM,2.3,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version hommes.",ML ?????????? HL ?????????????????????????????????????????????,????? ???? ML ??? ?????? ????? ????? ????? ?? ??????? ???? ????? ??? ???? ??? ???? ???? ????? ?????? ??? ?? ??????? ?? ??? ????? ?????????? ???? ?? ????? ???? HL - ???? ??? ?? ???? ???????? - ????. ?????? ???????.,"????? ?- ML, ?????? ?????? ????????? ??? ??? ?????? ????? ????? HL ???? ?????? ????, ???????? ???? ?????? ??? ???? ?????? ????? ?????? ????? ????? ????????. ????? ??????.",?????????????????????????????????????????????? HL ???? ML ??????????????? ?????????????????????????????????  ????????????????????????,Der ML-Rahmen ist aus der gleichen Aluminiumlegierung wie der Top-HL-Rahmen und verfÅgt Åber ein leichtes Rohr mit dem perfekten Durchmesser fÅr optimale StabilitÑt. Version fÅr Herren.,?????? HL ???????????????????? ML ??????????????????????????????????,"""HL kadroyla ayn? alÅminyum ala??m?ndan imal edilen ML kadro, optimum kuvvet iáin en uygun áapta dîvÅlmÅ? hafif alt boru iáerir. Erkek modeli.""",7/1/2011 0:00,12/28/2007 0:00,
277,FR-R72R-58,14,LB ,CM ,"ML Road Frame - Red, 58","Cuadro de carretera GM: rojo, 58","Cadre de vÇlo de route ML - rouge, 58",352.14,TRUE,Red,500,375,594.83,58,54-58 CM,2.36,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version hommes.",ML ?????????? HL ?????????????????????????????????????????????,????? ???? ML ??? ?????? ????? ????? ????? ?? ??????? ???? ????? ??? ???? ??? ???? ???? ????? ?????? ??? ?? ??????? ?? ??? ????? ?????????? ???? ?? ????? ???? HL - ???? ??? ?? ???? ???????? - ????. ?????? ???????.,"????? ?- ML, ?????? ?????? ????????? ??? ??? ?????? ????? ????? HL ???? ?????? ????, ???????? ???? ?????? ??? ???? ?????? ????? ?????? ????? ????? ????????. ????? ??????.",?????????????????????????????????????????????? HL ???? ML ??????????????? ?????????????????????????????????  ????????????????????????,Der ML-Rahmen ist aus der gleichen Aluminiumlegierung wie der Top-HL-Rahmen und verfÅgt Åber ein leichtes Rohr mit dem perfekten Durchmesser fÅr optimale StabilitÑt. Version fÅr Herren.,?????? HL ???????????????????? ML ??????????????????????????????????,"""HL kadroyla ayn? alÅminyum ala??m?ndan imal edilen ML kadro, optimum kuvvet iáin en uygun áapta dîvÅlmÅ? hafif alt boru iáerir. Erkek modeli.""",7/1/2011 0:00,12/28/2007 0:00,
278,FR-R72R-60,14,LB ,CM ,"ML Road Frame - Red, 60","Cuadro de carretera GM: rojo, 60","Cadre de vÇlo de route ML - rouge, 60",352.14,TRUE,Red,500,375,594.83,60,60-62 CM,2.38,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.","DotÇ du màme alliage en aluminium que notre cadre HL haut de gamme, le ML possäde un tube lÇger dont le diamätre est prÇvu pour offrir une rÇsistance optimale. Version hommes.",ML ?????????? HL ?????????????????????????????????????????????,????? ???? ML ??? ?????? ????? ????? ????? ?? ??????? ???? ????? ??? ???? ??? ???? ???? ????? ?????? ??? ?? ??????? ?? ??? ????? ?????????? ???? ?? ????? ???? HL - ???? ??? ?? ???? ???????? - ????. ?????? ???????.,"????? ?- ML, ?????? ?????? ????????? ??? ??? ?????? ????? ????? HL ???? ?????? ????, ???????? ???? ?????? ??? ???? ?????? ????? ?????? ????? ????? ????????. ????? ??????.",?????????????????????????????????????????????? HL ???? ML ??????????????? ?????????????????????????????????  ????????????????????????,Der ML-Rahmen ist aus der gleichen Aluminiumlegierung wie der Top-HL-Rahmen und verfÅgt Åber ein leichtes Rohr mit dem perfekten Durchmesser fÅr optimale StabilitÑt. Version fÅr Herren.,?????? HL ???????????????????? ML ??????????????????????????????????,"""HL kadroyla ayn? alÅminyum ala??m?ndan imal edilen ML kadro, optimum kuvvet iáin en uygun áapta dîvÅlmÅ? hafif alt boru iáerir. Erkek modeli.""",7/1/2011 0:00,12/28/2007 0:00,
279,FR-R38B-44,14,LB ,CM ,"LL Road Frame - Black, 44","Cuadro de carretera GB: negro, 44","Cadre de vÇlo de route LL - noir, 44",176.2,TRUE,Black,500,375,297.63,44,42-46 CM,2.32,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2011 0:00,12/28/2007 0:00,
280,FR-R38B-44,14,LB ,CM ,"LL Road Frame - Black, 44","Cuadro de carretera GB: negro, 44","Cadre de vÇlo de route LL - noir, 44",170.14,TRUE,Black,500,375,306.56,44,42-46 CM,2.32,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2012 0:00,12/27/2008 0:00,
281,FR-R38B-44,14,LB ,CM ,"LL Road Frame - Black, 44","Cuadro de carretera GB: negro, 44","Cadre de vÇlo de route LL - noir, 44",204.63,TRUE,Black,500,375,337.22,44,42-46 CM,2.32,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2013 0:00,,Current
282,FR-R38B-48,14,LB ,CM ,"LL Road Frame - Black, 48","Cuadro de carretera GB: negro, 48","Cadre de vÇlo de route LL - noir, 48",176.2,TRUE,Black,500,375,297.63,48,48-52 CM,2.36,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2011 0:00,12/28/2007 0:00,
283,FR-R38B-48,14,LB ,CM ,"LL Road Frame - Black, 48","Cuadro de carretera GB: negro, 48","Cadre de vÇlo de route LL - noir, 48",170.14,TRUE,Black,500,375,306.56,48,48-52 CM,2.36,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2012 0:00,12/27/2008 0:00,
284,FR-R38B-48,14,LB ,CM ,"LL Road Frame - Black, 48","Cuadro de carretera GB: negro, 48","Cadre de vÇlo de route LL - noir, 48",204.63,TRUE,Black,500,375,337.22,48,48-52 CM,2.36,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2013 0:00,,Current
285,FR-R38B-52,14,LB ,CM ,"LL Road Frame - Black, 52","Cuadro de carretera GB: negro, 52","Cadre de vÇlo de route LL - noir, 52",176.2,TRUE,Black,500,375,297.63,52,48-52 CM,2.4,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2011 0:00,12/28/2007 0:00,
286,FR-R38B-52,14,LB ,CM ,"LL Road Frame - Black, 52","Cuadro de carretera GB: negro, 52","Cadre de vÇlo de route LL - noir, 52",170.14,TRUE,Black,500,375,306.56,52,48-52 CM,2.4,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un träs bon rapport qualitÇ-prix.",LL ?????????????????????????????????,???? ?????? LL Frame ????? ???? ??????? ?? ????? ??????? ????? ??????? ??????? ?? ???? ?? ?????????? ??? ????? ??????? ?????????.,"????? ?- LL ????? ????? ????? ????? ??? ???, ????? ????? ????? ????? ?? ????? ????????? ????? ????.",???? LL ?????????????????????????????? ???????????????????????? ????????????????????????????,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Sto·dÑmpfung in einem kostengÅnstigen Aluminiumrahmen.,LL ???????????????????????????????? ?????????????????????,"""LL Kadro gÅvenli ve konforlu sÅrÅ? sunar, de?erine uygun olarak fiyatland?r?lan alÅminyum kadrosu ÅstÅn áarpma ?iddeti emi?i sa?lar.""",7/1/2012 0:00,12/27/2008 0:00,
